,a_length_bin,a_V_segment_spec,a_V_segment_agg,a_kidera1,a_kidera2,a_kidera3,a_kidera4,a_kidera5,a_kidera6,a_kidera7,a_kidera8,a_kidera9,a_kidera10,b_length_bin,b_V_segment_spec,b_V_segment_agg,b_kidera1,b_kidera2,b_kidera3,b_kidera4,b_kidera5,b_kidera6,b_kidera7,b_kidera8,b_kidera9,b_kidera10
a_kidera8,0.6700434027948321,1.6122370108292702e-24,1.5319872548152361e-13,5.279635554180593e-139,1.345523726959725e-23,6.318024544354297e-10,9.12715362176216e-21,3.757233245234303e-25,1.2148525174028884e-20,2.3337700182909974e-181,0.0,3.7550298711314173e-13,0.0013571489114650051,0.00015020681408013743,0.04302650189707014,0.22377867994450137,0.3783553022594037,1.1501519512234446e-05,1.056479744656244e-15,0.0001907513476946989,0.7451090483525571,6.30620089469922e-10,0.007437780702884774,0.0703929884317094,0.5495937866027727,3.391826186614824e-05
a_kidera9,1.5115971047672774e-137,4.0748221978560827e-25,3.873861770403592e-06,9.289804987404562e-70,1.3480362560287877e-255,0.13914507526058634,4.360601106516107e-16,4.139211701110775e-25,1.2117248170729863e-17,1.9683318950035404e-43,3.755029871131458e-13,0.0,3.036881102946497e-46,0.31287993038451023,3.3842468363684155e-06,0.4343073251023418,0.025109771744859788,0.0009626845938661344,3.259294739822207e-08,0.006607421281577064,0.35135560072268723,0.0014050605083044748,0.19862265558927825,0.7428660286700346,0.4854179497210299,0.0009047870180373807
a_kidera10,2.631898057306967e-25,2.8027516128080443e-06,0.6060920236554852,0.8477393491015878,0.7169648313269275,1.674532669773857e-05,2.9294780791725367e-28,7.393858134951041e-07,1.3528667262480948e-115,1.1029341070688158e-19,0.0013571489114650051,3.036881102946627e-46,0.0,9.67133397277521e-07,1.5051284884305414e-07,0.9066721558078952,1.5258075328953906e-07,0.10524645825636292,0.0802444734705826,8.033136444672174e-05,1.4395951275500452e-25,0.000177335882205686,4.231353582163451e-20,1.7607003278982583e-16,0.08033379439589584,6.5499469538342414e-09
b_length_bin,8.984680388742875e-11,2.748760237497789e-35,0.015608029269010603,0.04069703204347288,2.7531370454961444e-05,1.0634146207019643e-06,3.553646289352259e-05,6.9378416896648216e-06,3.0796721277201713e-06,0.18061165612767513,0.00015020681408013743,0.31287993038451023,9.67133397277521e-07,0.0,8.283255060837677e-06,4.9387828505436626e-05,0.10136731999920659,0.0002240168245920882,1.285019695693429e-21,6.343501377423253e-15,0.07993363494767701,2.7049858492240336e-07,0.03398645677830581,0.000482609994805057,0.9030794321496325,0.001429099960188082
b_V_segment_spec,0.00013183949090690844,0.6784801847659976,0.5469259277632653,0.009503339390939967,2.5635549746415112e-23,0.9646097206921695,0.29734265165856805,0.00022501742941867395,2.035978179480687e-06,0.016058373245136565,0.04302650189707014,3.384246836368416e-06,1.5051284884305499e-07,8.28325506083771e-06,0.0,3.3535970476797522e-18,0.6563285956719959,0.24011551786246205,5.605174970814067e-21,0.002076982033346357,0.4637457329415535,0.9772635796602357,2.146067839738312e-25,1.8534968412125313e-19,0.0013745687171515123,3.847806392604882e-12
b_V_segment_agg,0.00033102180528478035,0.1139878507564962,0.036281476982664,0.9318466568039898,0.16000857064329632,0.0002907898970836542,0.1617810620778562,0.1862518468879786,0.06913819979801043,0.48177806859403705,0.22377867994450137,0.4343073251023418,0.9066721558078952,4.9387828505436626e-05,3.3535970476796798e-18,0.0,0.28338988571009704,0.03518066181592592,0.12363950815645973,0.016716525822592514,0.19719574229944772,3.2103126974471903e-10,3.1758364997095715e-10,1.2358716937246034e-12,0.7643117057565695,0.08658933957801286
b_kidera1,0.3884785661626058,0.00014604080789941848,0.47849961481671854,0.5165008066634145,0.038057030800788566,0.06470697079543841,5.333730321900738e-05,0.21459448721525456,0.9970943899404996,0.2161651405615019,0.3783553022594037,0.025109771744859788,1.5258075328953906e-07,0.10136731999920659,0.6563285956719959,0.28338988571009716,0.0,3.0541012180628295e-09,4.171468672374027e-81,0.0017763618294792483,2.322871430292002e-208,1.2055261838238812e-57,1.3050007343391028e-11,7.450354173575041e-38,4.71615199038318e-95,0.00037178363408484815
b_kidera2,8.324051268714324e-06,0.0001655409907507762,0.0007595020711448195,0.0002215278537708695,9.441805664551556e-07,2.2796184480909732e-05,0.2047681570075511,0.14187624583670172,0.49913934668361104,0.003231354383676783,1.150151951223451e-05,0.0009626845938661344,0.10524645825636292,0.0002240168245920882,0.24011551786246205,0.03518066181592598,3.0541012180628295e-09,0.0,7.924616417212256e-14,5.54364846366643e-139,7.420942079981793e-25,1.998778738907738e-80,1.5049558394546443e-53,4.888382657658899e-63,1.0437488693392009e-160,5.613295412235379e-45
b_kidera3,0.00947677452055962,8.274678012855008e-35,0.24363386503925008,5.33507702131937e-07,5.168484508317574e-07,1.8719685176663994e-12,0.5667530933498142,0.7810306173470227,0.00010827911989490132,6.29739035453883e-13,1.056479744656244e-15,3.259294739822207e-08,0.0802444734705826,1.285019695693429e-21,5.605174970814107e-21,0.1236395081564596,4.171468672374027e-81,7.924616417212256e-14,0.0,4.274680234759389e-48,4.639182068385365e-24,9.954670193634079e-42,0.0017393153098850566,0.08223094834862152,3.741123037685537e-21,0.26746407373013925
b_kidera4,0.7154836427614166,0.0169370945066718,0.05060098406639291,0.5627484614580689,1.5085503803787766e-07,7.790913033067499e-07,0.027717758197080878,4.540026747595717e-06,0.0006279419488133379,0.0051727775241470954,0.0001907513476946989,0.006607421281577064,8.033136444672174e-05,6.343501377423253e-15,0.002076982033346357,0.016716525822592514,0.0017763618294792483,5.54364846366643e-139,4.274680234759572e-48,0.0,1.258303648037035e-16,1.0772393863287582e-215,9.957121466129885e-39,7.679414116068749e-36,1.2961232857318727e-13,5.55551216080662e-20
b_kidera5,0.9779523709856695,1.1575180057869884e-09,0.39456035884544816,0.5865636598501565,1.4136706536265376e-16,0.18004680572826892,2.6366309132422885e-05,0.11379550991098374,0.9484222522311778,0.08421313864570922,0.7451090483525568,0.35135560072268723,1.4395951275500452e-25,0.07993363494767701,0.4637457329415534,0.19719574229944783,2.322871430292002e-208,7.420942079981952e-25,4.639182068385432e-24,1.258303648037035e-16,0.0,2.2448315742322444e-35,2.5917308735654624e-81,6.600286201730327e-44,4.4343270479429906e-20,2.320377626034164e-165
b_kidera6,0.0019922099353011286,6.446752029951675e-06,0.17936668700225517,0.0008262723553828065,0.839036138145319,3.7803402075010955e-11,0.3678152615835226,0.00488948881288969,0.029261712758073065,0.2422730049124044,6.30620089469922e-10,0.0014050605083044748,0.00017733588220568552,2.7049858492240336e-07,0.9772635796602357,3.210312697447155e-10,1.2055261838239501e-57,1.9987787389078517e-80,9.954670193634079e-42,1.0772393863287582e-215,2.2448315742322444e-35,0.0,2.5131188167621005e-07,7.561285974903351e-33,0.1995059671740716,2.3233809978824088e-139
b_kidera7,0.033359670539011316,7.0748429937911415e-06,0.29573614733071524,0.008895838654666888,5.533601656125349e-14,0.008615772776278582,1.9790571224921966e-05,0.503540043029227,9.100392827713086e-05,0.7873069166764065,0.007437780702884774,0.19862265558927827,4.231353582163451e-20,0.03398645677830576,2.146067839738312e-25,3.1758364997095715e-10,1.3050007343390887e-11,1.5049558394546017e-53,0.0017393153098850516,9.957121466129885e-39,2.59173087356561e-81,2.5131188167621005e-07,0.0,0.0,2.9212230249551686e-30,0.7662659285406589
b_kidera8,0.16699727587336938,0.007183167704068231,0.2729558768195283,0.0015530492247949773,9.458881906030747e-19,0.4227708823922113,1.7074898583296984e-09,0.07776909266793315,0.02503644510263903,0.1690125572199222,0.0703929884317094,0.7428660286700346,1.7607003278982583e-16,0.0004826099948050556,1.8534968412125845e-19,1.2358716937246034e-12,7.450354173575041e-38,4.888382657658899e-63,0.08223094834862152,7.679414116068749e-36,6.600286201730327e-44,7.561285974903351e-33,0.0,0.0,2.7925263381833736e-93,0.7028291368736782
b_kidera9,0.00019267401486022573,0.08858632265908552,0.49658094724660606,0.11144387559829552,0.47845051650554316,0.23297632632532286,0.5377440522718606,0.07003135015337984,0.5645023580814927,0.16899906004327656,0.5495937866027727,0.4854179497210299,0.0803337943958959,0.9030794321496325,0.0013745687171515123,0.7643117057565693,4.71615199038318e-95,1.0437488693392009e-160,3.741123037685537e-21,1.2961232857318727e-13,4.434327047942863e-20,0.19950596717407154,2.9212230249551686e-30,2.7925263381833736e-93,0.0,1.7628590733816747e-23
b_kidera10,0.014514758666719698,1.8994516676841056e-08,0.0010683881439052744,0.0030503124047720973,0.44154406515669054,0.0068258872708763085,0.1999532939436459,0.2092637477741407,0.8822578053227893,0.001492160567390939,3.391826186614844e-05,0.0009047870180373825,6.5499469538342414e-09,0.001429099960188082,3.847806392604882e-12,0.08658933957801286,0.00037178363408484815,5.613295412235379e-45,0.26746407373013925,5.55551216080662e-20,2.320377626034164e-165,2.3233809978824088e-139,0.7662659285406589,0.7028291368736782,1.7628590733816747e-23,0.0
