,a_length_bin,a_V_segment_spec,a_V_segment_agg,a_kidera1,a_kidera2,a_kidera3,a_kidera4,a_kidera5,a_kidera6,a_kidera7,a_kidera8,a_kidera9,a_kidera10,b_length_bin,b_V_segment_spec,b_V_segment_agg,b_kidera1,b_kidera2,b_kidera3,b_kidera4,b_kidera5,b_kidera6,b_kidera7,b_kidera8,b_kidera9,b_kidera10
b_V_segment_spec,0.04064435078178131,0.5922055915965383,0.12569519879623844,0.4807413924911611,0.25724743513035736,0.35243137263960067,0.13437441934316002,0.7977288821005055,0.8949883010898372,0.972970354642275,0.43051022641942094,0.12097739221686955,0.019082382493149884,0.1561075241502314,0.0,0.03872879403518547,0.27901326953141714,0.0027867294638806634,0.0005845164695074986,0.04342040192894521,0.1649762450231787,0.27893766332194836,0.32657684014957455,0.018943466914349186,0.007496453576517943,0.7290573290676645
b_V_segment_agg,0.2459494752493188,0.5449230287481868,0.6655575852457991,0.10104857559882302,0.7850577937249565,0.0020599620855781854,0.3628523346112281,0.06846369228412678,0.40346275220739614,0.0029153489575792736,0.2358420286464383,0.7333785155090626,0.8294357610196103,0.0030791981236980414,0.03872879403518547,0.0,0.005055655389224607,0.3432061765358638,0.21925386955488355,0.5078730978722976,0.08150718312943785,1.9577334570342656e-10,1.719844331520959e-07,2.196908448092958e-08,0.04141293136387956,0.49484233615311213
b_kidera1,0.8981778989861162,0.024181777216651677,0.06660229181191615,0.2775042926440651,0.2653061683780442,0.4285040423759022,0.0783559499363865,0.9778540444717816,0.4313354964057794,0.7292731507169921,0.7585988012444578,0.5356252732734409,0.01635289715244054,0.21564372241520222,0.27901326953141714,0.005055655389224607,0.0,1.6369087539960149e-06,0.018573188868421433,0.8421081715030715,2.579902214280017e-32,2.2093999129788114e-09,4.1619240217200145e-05,2.5280079140159388e-12,3.3390817142052596e-08,0.03786434960509425
b_kidera2,0.9532748764822718,8.865693143888003e-05,0.033598745045886926,0.6887210873758152,0.9613260023350132,0.015030295654910271,0.6579160153823149,0.9689697341054078,0.8801889541899157,0.2859506015980903,0.8558735513072377,0.1768747828993035,0.7433130262114851,0.38785557106355373,0.0027867294638806582,0.3432061765358638,1.6369087539960149e-06,0.0,0.4746875977567141,1.3944185502394492e-05,2.6756445911821895e-06,8.81775543522176e-12,0.06304412883979371,2.9696790084944524e-07,3.6336074076536045e-29,9.128263126112549e-09
b_kidera3,0.13611063320994699,0.013956269407240313,0.8157021215193123,0.11643191183234279,0.6054458182935567,0.24319647296055488,0.06555216968700713,0.17986669362653349,0.725287726820542,0.28742008014686254,0.2759678692278021,0.06953172452670615,0.295097962846189,0.032180550715388175,0.0005845164695074986,0.21925386955488355,0.018573188868421433,0.4746875977567141,0.0,2.089489115176872e-12,4.29697801030226e-06,4.805225098479133e-10,2.333214610823354e-10,0.34924333624432946,0.047819667564272646,0.5962899331097694
b_kidera4,0.3756647941342195,0.5950059711948266,0.5678375113535803,0.6447438482302192,0.7018556312752642,0.47286339886255,0.4321390826393475,0.09289267039191447,0.21219832828638663,0.12593193784700246,0.6637644493879696,0.19187854667831047,0.07733339899791623,0.42021403036046323,0.04342040192894521,0.5078730978722976,0.8421081715030715,1.3944185502394492e-05,2.0894891151768495e-12,0.0,0.0004088551951158688,1.5892343330169425e-20,0.256206743451015,0.795606533903462,4.95790476331511e-07,0.6447323944567385
b_kidera5,0.3537385826092986,2.8575025868379155e-06,0.09053443589830529,0.561829311321046,0.09451526153722897,0.17718202322041046,0.034363531516976485,0.3122878039387666,0.9253871756610945,0.09285118946554353,0.8803526141523923,0.6722403404697548,0.010470198109474539,0.004945443572618676,0.16497624502317865,0.08150718312943778,2.5799022142800906e-32,2.6756445911821895e-06,4.29697801030226e-06,0.00040885519511586684,0.0,2.1120826137340044e-05,4.371947726494678e-08,3.616461307966239e-06,0.0058030284684149735,7.996813029479454e-35
b_kidera6,0.015498191191938536,3.730960952415462e-06,0.056628064907035466,0.12780662066265955,0.5512299464644188,3.3830527283994314e-06,0.23294548427684678,0.0185800671672402,0.6601004066220055,0.1956322325892895,0.48058988173766426,0.0600212988588749,0.049223493661863384,0.005024299374268893,0.27893766332194836,1.9577334570342514e-10,2.209399912978828e-09,8.81775543522176e-12,4.805225098479133e-10,1.5892343330169425e-20,2.1120826137339884e-05,0.0,2.3215926233551937e-24,1.165927244349454e-25,0.08958595278171205,0.0010694307332480113
b_kidera7,0.2012268708330579,0.0002557799727360347,0.763773426468279,0.08173361285738191,0.4495466797755676,0.003936041840341325,0.659333064232443,0.6991570631388571,0.15955639923689777,0.6327932972493302,0.5292247571985562,0.2090413941281244,0.11216775297862087,0.15828750474255848,0.32657684014957455,1.719844331520959e-07,4.1619240217200145e-05,0.06304412883979371,2.333214610823354e-10,0.256206743451015,4.371947726494694e-08,2.3215926233551937e-24,0.0,1.09023423979564e-86,6.513446059388722e-11,0.018569892039857542
b_kidera8,0.08299483505255774,0.00047324534909265936,0.14305419913035783,0.16020793623202853,0.4694292134576984,0.0022412873312752826,0.9252490082960272,0.12284748369974635,0.5701340172027205,0.3635074517330892,0.9857641619331323,0.013151777987349013,0.040202335809548,0.006841569867228405,0.018943466914349186,2.196908448092958e-08,2.5280079140159388e-12,2.969679008494474e-07,0.34924333624432946,0.795606533903462,3.616461307966225e-06,1.165927244349454e-25,1.09023423979564e-86,0.0,9.313320114038538e-20,0.04420344577232165
b_kidera9,0.20210665680682482,0.8857667984764745,0.5316011117201891,0.21938746519979632,0.6650731675054424,0.5171229197970757,0.4707695810844964,0.9043295554372228,0.828352919562648,0.894400612742393,0.8098200210169872,0.5184420729770933,0.85522114404992,0.7589853226343103,0.007496453576517943,0.04141293136387956,3.3390817142052596e-08,3.6336074076535524e-29,0.047819667564272646,4.95790476331511e-07,0.0058030284684149735,0.08958595278171212,6.513446059388722e-11,9.313320114038403e-20,0.0,0.0789235453389072
b_kidera10,0.3884623563185666,1.2710390518474692e-05,0.1111235494788639,0.4093871380553209,0.04699821170786164,0.20411976635141926,0.11228799143755644,0.5282834434913761,0.16603760488316516,0.5416938726000458,0.6005328266170588,0.5927856408879146,0.044954420001613614,0.04497566273015229,0.7290573290676645,0.49484233615311213,0.03786434960509425,9.128263126112549e-09,0.5962899331097694,0.6447323944567385,7.996813029479454e-35,0.0010694307332480134,0.018569892039857542,0.04420344577232165,0.07892354533890714,0.0
