,a_length_bin,a_V_segment_spec,a_V_segment_agg,a_kidera1,a_kidera2,a_kidera3,a_kidera4,a_kidera5,a_kidera6,a_kidera7,a_kidera8,a_kidera9,a_kidera10,b_length_bin,b_V_segment_spec,b_V_segment_agg,b_kidera1,b_kidera2,b_kidera3,b_kidera4,b_kidera5,b_kidera6,b_kidera7,b_kidera8,b_kidera9,b_kidera10
b_length_bin,1.7873280635765077e-05,5.642811008885251e-21,0.0050517509490510155,0.09009755954181348,0.022877850507353022,0.0003487708113151196,2.3000402238814423e-06,0.01110966839216117,0.01181428993466007,6.508681960281067e-06,0.010939118695502372,0.31475504506453716,1.5029045230349005e-05,0.0,0.13721219600224654,0.0077294370538992015,0.0007114231583351382,0.09535027550800743,0.019956673595968775,0.28167693642102093,0.0003282005073022295,2.4196070196887973e-07,0.3416451941026408,0.0004377305616498304,0.3230050938880993,0.00292929506110826
b_V_segment_spec,0.04130109116819062,0.519760335904329,0.43726568334201843,0.6242209730227619,0.5849349061526318,0.9987428672997768,0.05365540320498725,0.7963233017985992,0.9042734943195597,0.8906507516553321,0.8214065552585799,0.06854632995580172,0.031137287664533535,0.13721219600224654,0.0,0.04235267689888785,0.008027751591350043,3.2300047740178055e-07,0.07613960074377844,6.770461912574961e-05,0.019363330174409516,0.2838569299556401,0.38014403496628013,0.9834933055268157,0.005023172845886268,0.7825605892679776
b_V_segment_agg,0.050993152201397295,0.6524792103862644,0.1881848867310425,0.0536247767565946,0.7613159648376836,3.628551695696918e-05,0.4345486292288181,0.011972221049497515,0.8280866272900126,0.0033877521186897615,0.31730556426883283,0.7481828783586616,0.3326924999278139,0.0077294370538992015,0.04235267689888785,0.0,0.01769734897319548,0.5711747199329696,0.016749034130461457,0.48412932082706817,0.14136007714021787,8.212649501674536e-12,9.605875659831595e-14,8.47533385390289e-13,0.0027542217744409327,0.3762607169890776
b_kidera1,0.9829168031589225,0.00011460013419361685,0.4505187009683088,0.0765034665923811,0.13333038047896353,0.13805029777585331,0.0037603343961224475,0.8477352055956647,0.6916467971845274,0.8725499260406984,0.8029472199520262,0.32445059623792405,0.006781559827281193,0.0007114231583351382,0.008027751591350043,0.01769734897319548,0.0,0.001630559484733667,0.001133082696635024,0.33626298525505893,4.3996133034757615e-43,7.395615221964467e-15,0.0001112939410757308,3.221480970618277e-13,1.7277370147370597e-10,0.0002422715933864982
b_kidera2,0.9428338210028194,0.00010039751849354684,0.062259988593406,0.7634792802949693,0.34712572925499297,0.008633137643248788,0.4318395312661689,0.7338046557538336,0.7272843808878475,0.7194442667235732,0.4327034288136049,0.07789303458543224,0.802469203520701,0.09535027550800743,3.2300047740178055e-07,0.5711747199329696,0.001630559484733667,0.0,0.19887382916683996,3.620914572544515e-05,0.00048050559983194865,1.6290630402988734e-11,0.48444994877921566,6.727237906138133e-05,1.5202555325061025e-27,7.303519120016251e-09
b_kidera3,0.22654739729626053,0.006561341478734751,0.9349190754853111,0.03563209498407059,0.7278028183731171,0.4008261176951594,0.23212520335548395,0.15422856755619116,0.4400022128990154,0.3513719718352336,0.3966651318176898,0.15371709944101794,0.12798830313162426,0.019956673595968775,0.07613960074377844,0.016749034130461457,0.001133082696635024,0.19887382916683996,0.0,1.2596080579205502e-09,1.0225950725381304e-07,2.611670506814276e-11,1.2603407536262494e-13,0.6496266198902932,0.1381560377424155,0.9660708902411393
b_kidera4,0.2546854281970764,0.13429531427954003,0.6196265565848575,0.3417423140684248,0.3450386765095246,0.07901578393979915,0.727902847625501,0.0027484177245781474,0.1308019405304147,0.06373151202669124,0.8409391748386018,0.5204290064238841,0.6362318937279983,0.28167693642102093,6.770461912574961e-05,0.48412932082706817,0.33626298525505893,3.620914572544515e-05,1.2596080579205502e-09,0.0,0.0035996291347399163,6.0429982645618924e-24,0.40591978528056893,0.9367984167388362,7.1927922276137905e-09,0.3442815009767398
b_kidera5,0.28952086040180375,3.0720278961269147e-08,0.8816865935668994,0.8320281594970156,0.027346181635163374,0.43159279834958164,0.01858984999598086,0.1260860503115114,0.9232293470727616,0.09694205361081014,0.6902947187853542,0.24970618858772636,0.03602253452472347,0.0003282005073022295,0.019363330174409516,0.14136007714021787,4.3996133034757615e-43,0.00048050559983194865,1.0225950725381304e-07,0.0035996291347399163,0.0,2.516930833574613e-09,3.40897249711512e-11,1.3807360455857933e-06,0.002973387737393974,1.5945151226120026e-51
b_kidera6,0.024579120069933156,3.235634361897514e-11,0.15383348158569157,0.17169604411100495,0.16127657947063556,5.796090577424508e-07,0.02355238904509586,0.0009143706031066265,0.053380756601966506,0.07806566794131263,0.798366438865673,0.16503781012228372,0.00789179884225707,2.4196070196887973e-07,0.2838569299556401,8.212649501674536e-12,7.395615221964467e-15,1.6290630402988734e-11,2.611670506814276e-11,6.0429982645618924e-24,2.516930833574613e-09,0.0,2.4794586846193112e-23,3.334199161676599e-22,0.7605844532844939,6.432291920126426e-09
b_kidera7,0.7536409314328448,9.226035950319245e-05,0.8897042514932749,0.08621206684332816,0.7396534432268171,0.0320697092384202,0.5176218757791375,0.8505538538215687,0.8277950835805088,0.9178347375564991,0.38215197467387785,0.02759503217472722,0.08667016697370712,0.3416451941026408,0.38014403496628013,9.605875659831595e-14,0.0001112939410757308,0.48444994877921566,1.2603407536262494e-13,0.40591978528056893,3.40897249711512e-11,2.4794586846193112e-23,0.0,2.4186195309899233e-81,1.9015870713026005e-06,0.8345679765026974
b_kidera8,0.2230929500461815,7.480781327114514e-06,0.5664345618014965,0.04780915821948952,0.3735395040080892,0.0069850276087024725,0.3762259062625235,0.21400152933192998,0.9930945394704411,0.5065367337081915,0.5932962634265961,0.0030725201989894517,0.017724749525233768,0.0004377305616498304,0.9834933055268157,8.47533385390289e-13,3.221480970618277e-13,6.727237906138133e-05,0.6496266198902932,0.9367984167388362,1.3807360455857933e-06,3.334199161676599e-22,2.4186195309899233e-81,0.0,8.206871675685696e-16,0.8387773897052244
b_kidera9,0.2995891302518041,0.2498506334375305,0.457374147541309,0.11155487228409577,0.3782316290035075,0.9756144465596069,0.3366685068660277,0.293807981865465,0.6387170552083168,0.4514679341030553,0.7006746185183774,0.3346139748970145,0.34883465497913557,0.3230050938880993,0.005023172845886268,0.0027542217744409327,1.7277370147370597e-10,1.5202555325061025e-27,0.1381560377424155,7.1927922276137905e-09,0.002973387737393974,0.7605844532844939,1.9015870713026005e-06,8.206871675685696e-16,0.0,0.04497022384117895
b_kidera10,0.19817308483891055,8.97618452945137e-08,0.4117189450149411,0.3755986923327834,0.03002225260666329,0.0539873909698025,0.03366102332202017,0.9849391570846355,0.16594656850120312,0.7479791550193002,0.9558813175510875,0.48527722101533044,0.13049154556699086,0.00292929506110826,0.7825605892679776,0.3762607169890776,0.0002422715933864982,7.303519120016251e-09,0.9660708902411393,0.3442815009767398,1.5945151226120026e-51,6.432291920126426e-09,0.8345679765026974,0.8387773897052244,0.04497022384117895,0.0
